"id","light","temp","date_birth","date_death","May_09_2013","May_10_2013","May_11_2013","May_12_2013","May_13_2013","May_14_2013","May_15_2013","May_16_2013","May_17_2013","May_18_2013","May_19_2013","May_20_2013","May_21_2013","May_22_2013","May_23_2013","May_24_2013","May_25_2013","May_26_2013","May_27_2013","May_28_2013","May_29_2013","May_30_2013","May_31_2013","Jun_01_2013","Jun_02_2013","Jun_03_2013","Jun_04_2013","Jun_05_2013","Jun_06_2013","Jun_07_2013","Jun_08_2013","Jun_09_2013","Jun_10_2013","Jun_11_2013","Jun_12_2013","Jun_13_2013","Jun_14_2013","Jun_15_2013","Jun_16_2013","Jun_17_2013","Jun_18_2013","Jun_19_2013","Jun_20_2013","Jun_21_2013","Jun_22_2013","Jun_23_2013"
"AF213","bright","hot","May_12_2013","Jun_06_2013",0,0,0,0,0,3,0,0,"1","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF214","dim","hot","May_10_2013","Jun_04_2013",0,0,0,1,1,1,1,0,"0","1","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF215","dim","hot","May_11_2013","Jun_11_2013",0,0,0,0,1,1,0,1,"0","0","2","0","0","1","1","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF216","bright","hot","May_10_2013","Jun_05_2013",0,0,0,0,2,1,1,0,"1","0","1","0","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF217","dim","hot","May_12_2013","Jun_10_2013",0,0,0,1,0,1,0,1,"1","0","1","0","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF218","bright","hot","May_11_2013","Jun_07_2013",0,0,0,0,1,1,1,1,"0","1","0","0","1","1","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF219","dim","hot","May_12_2013","Jun_05_2013",0,0,0,0,1,0,1,1,"1","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF220","dim","hot","May_12_2013","Jun_05_2013",0,0,0,0,1,1,0,1,"1","0","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF221","bright","hot","May_11_2013","Jun_13_2013",0,0,0,0,0,1,0,2,"0","2","0","0","0","2","0","0","2","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF222","bright","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,2,0,1,"1","0","0","1","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF224","dim","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,2,0,0,"1","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF226","bright","hot","May_10_2013","Jun_10_2013",0,0,0,1,2,1,0,0,"1","0","1","1","1","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF227","bright","hot","May_10_2013","Jun_05_2013",0,0,0,1,1,1,0,1,"1","1","0","0","1","1","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF228","bright","hot","May_10_2013",NA,0,0,0,1,1,0,1,1,"1","0","0","1","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF229","dim","hot","May_10_2013","Jun_07_2013",0,0,0,1,1,1,0,1,"0","1","1","0","0","1","0","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF231","bright","hot","May_11_2013","Jun_11_2013",0,0,0,0,1,2,0,1,"1","0","0","1","1","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF233","bright","hot","May_12_2013","Jun_14_2013",0,0,0,0,1,1,1,1,"0","1","0","1","0","1","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF234","bright","hot","May_12_2013","Jun_06_2013",0,0,0,0,0,1,1,0,"1","1","0","0","1","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF235","dim","hot","May_11_2013","Jun_03_2013",0,0,0,0,1,1,0,1,"0","2","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF236","dim","hot","May_10_2013","Jun_11_2013",0,0,0,1,1,1,0,1,"1","0","1","0","1","0","1","0","2","0","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF237","dim","hot","May_11_2013","Jun_10_2013",0,0,0,0,1,2,0,0,"1","1","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF238","dim","hot","May_11_2013","Jun_11_2013",0,0,0,0,1,1,1,0,"1","0","1","1","1","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF239","bright","hot","May_10_2013","Jun_05_2013",0,0,0,1,1,1,0,0,"2","0","1","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF240","bright","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,2,0,1,"1","0","1","0","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
